Source,Region,SubRegion,Country/Territory,DrugGroup,Drug,DrugState,LevelOfSale,Year,Typical price,Minimum price,Maximum price,Unit,Currency
ARQ,Africa,North Africa,Tunisia,Sedatives and tranquillizers,Non-specified sedatives and tranquillizers,,Wholesale,2019,5.00,3.00,5.00,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Angola,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,1500.00,,,Kilogram,USA
ARQ,Africa,Southern Africa,Angola,Cocaine-type,Cocaine,,Wholesale,2017,10000.00,,,Kilogram,USA
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,“Ecstasy”-type substances,Tablets,Wholesale,2018,,40000.00,80000.00,1000 tablets,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,“Ecstasy”-type substances,,Street,2018,,50.00,150.00,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,“Ecstasy”-type substances,,Wholesale,2018,,180000.00,250000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,“Ecstasy”-type substances,,Street,2018,,40.00,150.00,Capsule,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,“Ecstasy”-type substances,,Street,2017,400.00,200.00,600.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,“Ecstasy”-type substances,,Wholesale,2017,60000.00,40000.00,80000.00,1000 tablets,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,“Ecstasy”-type substances,Tablets,Wholesale,2016,60000.00,40000.00,80000.00,1000 tablets,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,Methamphetamine,,Street,2018,,20.00,50.00,Capsule,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,Methamphetamine,,Street,2018,,100.00,300.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2018,,100000.00,163000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,Methamphetamine,,Street,2017,225.00,150.00,300.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2017,225000.00,150000.00,300000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2016,225000.00,150000.00,300000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,Other stimulants,,Wholesale,2018,,26000.00,120000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Amphetamine-type stimulants,Other stimulants,,Street,2018,,100.00,250.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,,,Wholesale,2018,,2200.00,2400.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,,80.00,250.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,,1000.00,3000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,,1.00,5.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,4000.00,1000.00,3000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,2.25,1.00,3.50,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,,1000.00,3000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,2.25,1.00,3.50,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2018,,2000.00,3500.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,,60.00,150.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,130.00,60.00,200.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,80000.00,60000.00,100000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,130.00,60.00,200.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,80000.00,60000.00,100000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cocaine-type,Cocaine,,Wholesale,2018,,150000.00,400000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cocaine-type,Cocaine,,Street,2018,,200.00,1000.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cocaine-type,Cocaine,,Street,2018,,80.00,120.00,Rock,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cocaine-type,Cocaine,,Wholesale,2018,,60000.00,110000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cocaine-type,Coca paste/refined cocaine base (intermediate products) (please specify),,Street,2017,90.00,60.00,120.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cocaine-type,Cocaine,,Wholesale,2017,1300.00,1200.00,1400.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cocaine-type,Cocaine,,Street,2017,300.00,200.00,400.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cocaine-type,Cocaine,,Wholesale,2017,275000.00,150000.00,400000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cocaine-type,Cocaine,,Wholesale,2016,275000.00,150000.00,400000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Cocaine-type,Cocaine,,Street,2016,300.00,200.00,400.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Hallucinogens,LSD,,Street,2018,,70.00,150.00,Unit,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Hallucinogens,LSD,,Wholesale,2018,,7000.00,8000.00,100 unit,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Hallucinogens,LSD,,Street,2017,110.00,70.00,150.00,Unit,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Hallucinogens,LSD,,Wholesale,2017,7500.00,7000.00,8000.00,1000 units,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Opioids,Heroin,,Wholesale,2018,,150000.00,190000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Opioids,Heroin,,Street,2018,,100.00,200.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Opioids,Heroin,,Wholesale,2017,215000.00,180000.00,250000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Opioids,Heroin,,Street,2017,200.00,150.00,250.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Opioids,Heroin,,Wholesale,2016,215000.00,180000.00,250000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Opioids,Heroin,,Street,2016,200.00,150.00,250.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Sedatives and tranquillizers,Barbiturates,Tablets,Street,2018,,30.00,80.00,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Sedatives and tranquillizers,Barbiturates,Tablets,Wholesale,2018,,18000.00,27000.00,1000 tablets,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Sedatives and tranquillizers,GBL/GHB,,Wholesale,2018,,2000.00,3500.00,Litre,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,South Africa,Sedatives and tranquillizers,GBL/GHB,,Street,2018,,1.00,2.50,Millilitre,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Amphetamine-type stimulants,“Ecstasy”-type substances,,Street,2019,200.00,100.00,300.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Amphetamine-type stimulants,Amphetamine,,Street,2019,300.00,200.00,500.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Amphetamine-type stimulants,Amphetamine,,Wholesale,2019,200000.00,100000.00,300000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Amphetamine-type stimulants,Methamphetamine,,Street,2019,300.00,200.00,500.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2019,250000.00,150000.00,400000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Amphetamine-type stimulants,Methamphetamine,Tablets,Wholesale,2018,250000.00,200000.00,400000.00,Kilogram,USA
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,500.00,300.00,800.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,5.00,4.00,9.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,300.00,200.00,500.00,Kilogram,USA
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,50.00,30.00,100.00,Gram,USA
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,,225.00,450.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,,400.00,500.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,,200.00,400.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,,400.00,500.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,200.00,100.00,300.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,100000.00,50000.00,150000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,,20.00,150.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,,50.00,200.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,,20.00,150.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,,50.00,200.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cocaine-type,Cocaine,,Street,2019,1000.00,600.00,1500.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cocaine-type,Cocaine,,Wholesale,2019,700000.00,500000.00,1000000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Cocaine-type,Cocaine,,Street,2016,,3500.00,5000.00,10 gram,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,China,Any other drugs/substances,Other drugs/substances,,Street,2019,5.55,,40.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,China,Any other drugs/substances,Other drugs/substances,,Wholesale,2019,30.42,,400.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,Malaysia,Any other drugs/substances,,,Wholesale,2016,6.00,,,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Eastern Europe,Russian Federation,Any other drugs/substances,,,Wholesale,2018,45000.00,30000.00,60000.00,Kilogram,USA
ARQ,Europe,Eastern Europe,Russian Federation,Any other drugs/substances,Other drugs/substances,,Wholesale,2017,7000.00,6000.00,10000.00,Kilogram,USA
ARQ,Europe,Eastern Europe,Russian Federation,Any other drugs/substances,Other drugs/substances,,Wholesale,2016,7000.00,5000.00,10000.00,Kilogram,USA
ARQ,Africa,Southern Africa,Zambia,Opioids,Heroin,,Wholesale,2019,250000.00,200000.00,400000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Opioids,Heroin,,Street,2019,400.00,300.00,600.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Opioids,Heroin,,Street,2016,,150.00,300.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,Southern Africa,Zambia,Precursors,Other precursors,,Wholesale,2018,25000.00,20000.00,30000.00,Kilogram,USA
ARQ,Africa,Southern Africa,Zambia,Precursors,Other precursors,,Street,2018,40.00,30.00,50.00,Gram,USA
ARQ,Africa,Southern Africa,Zambia,Precursors,Precursors,,Wholesale,2016,,3000000.00,5000000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Central African Republic,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,200.00,100.00,500.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Central African Republic,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,1000.00,1000.00,3000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Central African Republic,Cocaine-type,Cocaine,,Street,2017,25000.00,20000.00,35000.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Central African Republic,Cocaine-type,Cocaine,,Wholesale,2017,2500000.00,180000.00,35000000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Central African Republic,Opioids,Heroin,,Wholesale,2017,3500000.00,250000.00,4500000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Central African Republic,Opioids,Heroin,,Street,2017,35000.00,25000.00,64000.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Ghana,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,,37.00,277.70,Kilogram,USA
ARQ,Africa,West and Central Africa,Ghana,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,92.60,18.00,148.00,Kilogram,USA
ARQ,Africa,West and Central Africa,Ghana,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,70.00,42.00,104.00,Kilogram,USA
ARQ,Africa,West and Central Africa,Ghana,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,70.00,47.60,95.20,Kilogram,USA
ARQ,Africa,West and Central Africa,Ghana,Cocaine-type,Cocaine,,Street,2018,20000.00,20000.00,28000.00,Kilogram,USA
ARQ,Africa,West and Central Africa,Ghana,Cocaine-type,Cocaine,,Street,2017,19.50,15.00,25.00,Gram,USA
ARQ,Africa,West and Central Africa,Ghana,Cocaine-type,Cocaine,,Wholesale,2016,19500.00,,,Kilogram,USA
ARQ,Africa,West and Central Africa,Ghana,Opioids,Heroin,,Street,2018,30000.00,28000.00,30000.00,Kilogram,USA
ARQ,Africa,West and Central Africa,Ghana,Opioids,Heroin,,Wholesale,2018,20000.00,19000.00,23000.00,Kilogram,USA
ARQ,Africa,West and Central Africa,Ghana,Opioids,Heroin,,Wholesale,2016,21000.00,,,Kilogram,USA
ARQ,Africa,West and Central Africa,Nigeria,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2018,5000000.00,4500000.00,5500000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Nigeria,Amphetamine-type stimulants,Methamphetamine,,Street,2018,250.00,50.00,500.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Nigeria,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,300.00,100.00,500.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Nigeria,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,50000.00,35000.00,75000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Nigeria,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,,4500.00,5000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Nigeria,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,,50.00,60.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Nigeria,Cocaine-type,Cocaine,,Street,2018,300.00,200.00,500.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Nigeria,Cocaine-type,Cocaine,,Wholesale,2018,7500000.00,7000000.00,8000000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Nigeria,Cocaine-type,Cocaine,,Street,2016,,10140.00,10500.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Nigeria,Cocaine-type,Cocaine,,Wholesale,2016,,10140000.00,11000000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Nigeria,Opioids,Heroin,,Street,2016,,2121.60,2500.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Senegal,Amphetamine-type stimulants,Amphetamine,Tablets,Wholesale,2018,30000000.00,20000000.00,40000000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Senegal,Amphetamine-type stimulants,Methamphetamine,Tablets,Wholesale,2018,30000000.00,20000000.00,40000000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Senegal,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,50000.00,40000.00,60000.00,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Senegal,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,50.00,40.00,60.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Africa,West and Central Africa,Senegal,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,93.75,62.50,125.00,Gram,"National currency (not EUR, USD or CHF)"
